,timestamp,value
69,2015-02-27 03:27:53,107
70,2015-02-27 03:32:53,67
71,2015-02-27 03:37:53,77
72,2015-02-27 03:42:53,42
73,2015-02-27 03:47:53,41
74,2015-02-27 03:52:53,41
75,2015-02-27 03:57:53,61
76,2015-02-27 04:02:53,44
77,2015-02-27 04:07:53,27
78,2015-02-27 04:12:53,37
79,2015-02-27 04:17:53,36
80,2015-02-27 04:22:53,49
81,2015-02-27 04:27:53,36
82,2015-02-27 04:32:53,41
83,2015-02-27 04:37:53,32
84,2015-02-27 04:42:53,50
85,2015-02-27 04:47:53,43
86,2015-02-27 04:52:53,50
87,2015-02-27 04:57:53,47
88,2015-02-27 05:02:53,50
89,2015-02-27 05:07:53,45
90,2015-02-27 05:12:53,56
91,2015-02-27 05:17:53,40
92,2015-02-27 05:22:53,32
93,2015-02-27 05:27:53,57
94,2015-02-27 05:32:53,73
95,2015-02-27 05:37:53,49
96,2015-02-27 05:42:53,59
97,2015-02-27 05:47:53,140
98,2015-02-27 05:52:53,56
99,2015-02-27 05:57:53,44
100,2015-02-27 06:02:53,38
101,2015-02-27 06:07:53,37
102,2015-02-27 06:12:53,28
103,2015-02-27 06:17:53,30
104,2015-02-27 06:22:53,32
105,2015-02-27 06:27:53,38
106,2015-02-27 06:32:53,47
107,2015-02-27 06:37:53,31
108,2015-02-27 06:42:53,30
109,2015-02-27 06:47:53,26
110,2015-02-27 06:52:53,20
111,2015-02-27 06:57:53,36
112,2015-02-27 07:02:53,28
113,2015-02-27 07:07:53,23
114,2015-02-27 07:12:53,15
115,2015-02-27 07:17:53,25
116,2015-02-27 07:22:53,20
117,2015-02-27 07:27:53,19
118,2015-02-27 07:32:53,19
119,2015-02-27 07:37:53,18
120,2015-02-27 07:42:53,21
121,2015-02-27 07:47:53,17
122,2015-02-27 07:52:53,11
123,2015-02-27 07:57:53,32
124,2015-02-27 08:02:53,13
125,2015-02-27 08:07:53,13
126,2015-02-27 08:12:53,31
127,2015-02-27 08:17:53,23
128,2015-02-27 08:22:53,19
129,2015-02-27 08:27:53,22
130,2015-02-27 08:32:53,18
131,2015-02-27 08:37:53,23
132,2015-02-27 08:42:53,42
133,2015-02-27 08:47:53,14
134,2015-02-27 08:52:53,14
135,2015-02-27 08:57:53,23
136,2015-02-27 09:02:53,15
137,2015-02-27 09:07:53,15
138,2015-02-27 09:12:53,11
139,2015-02-27 09:17:53,18
140,2015-02-27 09:22:53,11
141,2015-02-27 09:27:53,20
142,2015-02-27 09:32:53,26
143,2015-02-27 09:37:53,14
144,2015-02-27 09:42:53,17
145,2015-02-27 09:47:53,17
146,2015-02-27 09:52:53,18
147,2015-02-27 09:57:53,20
148,2015-02-27 10:02:53,22
149,2015-02-27 10:07:53,19
150,2015-02-27 10:12:53,31
151,2015-02-27 10:17:53,16
152,2015-02-27 10:22:53,17
153,2015-02-27 10:27:53,17
154,2015-02-27 10:32:53,27
155,2015-02-27 10:37:53,32
156,2015-02-27 10:42:53,27
157,2015-02-27 10:47:53,30
158,2015-02-27 10:52:53,21
159,2015-02-27 10:57:53,24
160,2015-02-27 11:02:53,29
161,2015-02-27 11:07:53,30
162,2015-02-27 11:12:53,14
163,2015-02-27 11:17:53,30
164,2015-02-27 11:22:53,10
165,2015-02-27 11:27:53,41
166,2015-02-27 11:32:53,18
167,2015-02-27 11:37:53,25
168,2015-02-27 11:42:53,44
169,2015-02-27 11:47:53,36
170,2015-02-27 11:52:53,16
171,2015-02-27 11:57:53,39
172,2015-02-27 12:02:53,19
173,2015-02-27 12:07:53,34
174,2015-02-27 12:12:53,42
175,2015-02-27 12:17:53,30
176,2015-02-27 12:22:53,24
177,2015-02-27 12:27:53,35
178,2015-02-27 12:32:53,34
179,2015-02-27 12:37:53,23
180,2015-02-27 12:42:53,50
181,2015-02-27 12:47:53,39
182,2015-02-27 12:52:53,32
183,2015-02-27 12:57:53,42
184,2015-02-27 13:02:53,38
185,2015-02-27 13:07:53,34
186,2015-02-27 13:12:53,42
187,2015-02-27 13:17:53,44
188,2015-02-27 13:22:53,53
189,2015-02-27 13:27:53,37
190,2015-02-27 13:32:53,29
191,2015-02-27 13:37:53,28
192,2015-02-27 13:42:53,41
193,2015-02-27 13:47:53,34
194,2015-02-27 13:52:53,37
195,2015-02-27 13:57:53,222
196,2015-02-27 14:02:53,46
197,2015-02-27 14:07:53,32
198,2015-02-27 14:12:53,37
199,2015-02-27 14:17:53,110
200,2015-02-27 14:22:53,65
201,2015-02-27 14:27:53,42
202,2015-02-27 14:32:53,54
203,2015-02-27 14:37:53,66
204,2015-02-27 14:42:53,46
205,2015-02-27 14:47:53,42
206,2015-02-27 14:52:53,38
207,2015-02-27 14:57:53,102
208,2015-02-27 15:02:53,92
209,2015-02-27 15:07:53,62
210,2015-02-27 15:12:53,62
211,2015-02-27 15:17:53,56
212,2015-02-27 15:22:53,86
213,2015-02-27 15:27:53,67
214,2015-02-27 15:32:53,62
215,2015-02-27 15:37:53,56
216,2015-02-27 15:42:53,61
217,2015-02-27 15:47:53,58
218,2015-02-27 15:52:53,52
219,2015-02-27 15:57:53,50
220,2015-02-27 16:02:53,51
221,2015-02-27 16:07:53,47
222,2015-02-27 16:12:53,41
223,2015-02-27 16:17:53,52
224,2015-02-27 16:22:53,37
225,2015-02-27 16:27:53,68
226,2015-02-27 16:32:53,68
227,2015-02-27 16:37:53,109
228,2015-02-27 16:42:53,80
229,2015-02-27 16:47:53,108
230,2015-02-27 16:52:53,65
231,2015-02-27 16:57:53,172
232,2015-02-27 17:02:53,172
233,2015-02-27 17:07:53,271
234,2015-02-27 17:12:53,456
235,2015-02-27 17:17:53,440
236,2015-02-27 17:22:53,477
237,2015-02-27 17:27:53,426
238,2015-02-27 17:32:53,284
239,2015-02-27 17:37:53,159
240,2015-02-27 17:42:53,112
241,2015-02-27 17:47:53,118
242,2015-02-27 17:52:53,70
243,2015-02-27 17:57:53,59
244,2015-02-27 18:02:53,51
245,2015-02-27 18:07:53,63
246,2015-02-27 18:12:53,45
247,2015-02-27 18:17:53,108
248,2015-02-27 18:22:53,68
249,2015-02-27 18:27:53,105
250,2015-02-27 18:32:53,52
251,2015-02-27 18:37:53,95
252,2015-02-27 18:42:53,111
253,2015-02-27 18:47:53,116
254,2015-02-27 18:52:53,155
255,2015-02-27 18:57:53,141
256,2015-02-27 19:02:53,115
257,2015-02-27 19:07:53,137
258,2015-02-27 19:12:53,112
259,2015-02-27 19:17:53,113
260,2015-02-27 19:22:53,136
261,2015-02-27 19:27:53,119
262,2015-02-27 19:32:53,97
263,2015-02-27 19:37:53,102
264,2015-02-27 19:42:53,101
265,2015-02-27 19:47:53,96
266,2015-02-27 19:52:53,87
267,2015-02-27 19:57:53,93
268,2015-02-27 20:02:53,103
269,2015-02-27 20:07:53,96
270,2015-02-27 20:12:53,99
271,2015-02-27 20:17:53,110
272,2015-02-27 20:22:53,90
273,2015-02-27 20:27:53,154
274,2015-02-27 20:32:53,131
275,2015-02-27 20:37:53,130
276,2015-02-27 20:42:53,100
277,2015-02-27 20:47:53,93
278,2015-02-27 20:52:53,95
279,2015-02-27 20:57:53,109
280,2015-02-27 21:02:53,92
281,2015-02-27 21:07:53,111
282,2015-02-27 21:12:53,99
283,2015-02-27 21:17:53,122
284,2015-02-27 21:22:53,89
285,2015-02-27 21:27:53,108
286,2015-02-27 21:32:53,106
287,2015-02-27 21:37:53,118
288,2015-02-27 21:42:53,110
289,2015-02-27 21:47:53,138
290,2015-02-27 21:52:53,111
291,2015-02-27 21:57:53,123
292,2015-02-27 22:02:53,120
293,2015-02-27 22:07:53,89
294,2015-02-27 22:12:53,88
295,2015-02-27 22:17:53,147
296,2015-02-27 22:22:53,129
297,2015-02-27 22:27:53,141
298,2015-02-27 22:32:53,129
299,2015-02-27 22:37:53,81
300,2015-02-27 22:42:53,90
301,2015-02-27 22:47:53,90
302,2015-02-27 22:52:53,96
303,2015-02-27 22:57:53,95
304,2015-02-27 23:02:53,85
305,2015-02-27 23:07:53,96
306,2015-02-27 23:12:53,114
307,2015-02-27 23:17:53,60
308,2015-02-27 23:22:53,73
309,2015-02-27 23:27:53,88
310,2015-02-27 23:32:53,106
311,2015-02-27 23:37:53,103
312,2015-02-27 23:42:53,115
313,2015-02-27 23:47:53,90
314,2015-02-27 23:52:53,93
315,2015-02-27 23:57:53,96
316,2015-02-28 00:02:53,106
317,2015-02-28 00:07:53,91
318,2015-02-28 00:12:53,78
319,2015-02-28 00:17:53,86
320,2015-02-28 00:22:53,90
321,2015-02-28 00:27:53,96
322,2015-02-28 00:32:53,74
323,2015-02-28 00:37:53,96
324,2015-02-28 00:42:53,114
325,2015-02-28 00:47:53,99
326,2015-02-28 00:52:53,77
327,2015-02-28 00:57:53,83
328,2015-02-28 01:02:53,80
329,2015-02-28 01:07:53,85
330,2015-02-28 01:12:53,81
331,2015-02-28 01:17:53,89
332,2015-02-28 01:22:53,80
333,2015-02-28 01:27:53,79
334,2015-02-28 01:32:53,76
335,2015-02-28 01:37:53,97
336,2015-02-28 01:42:53,86
337,2015-02-28 01:47:53,96
338,2015-02-28 01:52:53,79
339,2015-02-28 01:57:53,89
340,2015-02-28 02:02:53,86
341,2015-02-28 02:07:53,78
342,2015-02-28 02:12:53,87
343,2015-02-28 02:17:53,87
344,2015-02-28 02:22:53,111
345,2015-02-28 02:27:53,112
346,2015-02-28 02:32:53,101
347,2015-02-28 02:37:53,111
348,2015-02-28 02:42:53,98
349,2015-02-28 02:47:53,76
350,2015-02-28 02:52:53,73
351,2015-02-28 02:57:53,97
352,2015-02-28 03:02:53,114
353,2015-02-28 03:07:53,104
354,2015-02-28 03:12:53,117
355,2015-02-28 03:17:53,105
356,2015-02-28 03:22:53,100
357,2015-02-28 03:27:53,112
358,2015-02-28 03:32:53,131
359,2015-02-28 03:37:53,107
360,2015-02-28 03:42:53,81
361,2015-02-28 03:47:53,100
362,2015-02-28 03:52:53,76
363,2015-02-28 03:57:53,87
364,2015-02-28 04:02:53,96
365,2015-02-28 04:07:53,87
366,2015-02-28 04:12:53,87
367,2015-02-28 04:17:53,73
368,2015-02-28 04:22:53,204
369,2015-02-28 04:27:53,229
370,2015-02-28 04:32:53,79
371,2015-02-28 04:37:53,70
372,2015-02-28 04:42:53,63
373,2015-02-28 04:47:53,62
374,2015-02-28 04:52:53,66
375,2015-02-28 04:57:53,66
376,2015-02-28 05:02:53,58
377,2015-02-28 05:07:53,63
378,2015-02-28 05:12:53,36
379,2015-02-28 05:17:53,24
380,2015-02-28 05:22:53,19
381,2015-02-28 05:27:53,19
382,2015-02-28 05:32:53,24
383,2015-02-28 05:37:53,19
384,2015-02-28 05:42:53,27
385,2015-02-28 05:47:53,15
386,2015-02-28 05:52:53,23
387,2015-02-28 05:57:53,25
388,2015-02-28 06:02:53,28
389,2015-02-28 06:07:53,20
390,2015-02-28 06:12:53,14
391,2015-02-28 06:17:53,17
392,2015-02-28 06:22:53,57
393,2015-02-28 06:27:53,43
394,2015-02-28 06:32:53,27
395,2015-02-28 06:37:53,30
396,2015-02-28 06:42:53,26
397,2015-02-28 06:47:53,26
398,2015-02-28 06:52:53,17
399,2015-02-28 06:57:53,82
400,2015-02-28 07:02:53,27
401,2015-02-28 07:07:53,22
402,2015-02-28 07:12:53,42
403,2015-02-28 07:17:53,19
404,2015-02-28 07:22:53,15
405,2015-02-28 07:27:53,19
406,2015-02-28 07:32:53,17
407,2015-02-28 07:37:53,21
408,2015-02-28 07:42:53,21
409,2015-02-28 07:47:53,24
410,2015-02-28 07:52:53,15
411,2015-02-28 07:57:53,16
412,2015-02-28 08:02:53,20
413,2015-02-28 08:07:53,27
414,2015-02-28 08:12:53,20
415,2015-02-28 08:17:53,20
416,2015-02-28 08:22:53,7
417,2015-02-28 08:27:53,10
418,2015-02-28 08:32:53,17
419,2015-02-28 08:37:53,17
420,2015-02-28 08:42:53,9
421,2015-02-28 08:47:53,18
422,2015-02-28 08:52:53,12
423,2015-02-28 08:57:53,16
424,2015-02-28 09:02:53,18
425,2015-02-28 09:07:53,10
426,2015-02-28 09:12:53,10
427,2015-02-28 09:17:53,8
428,2015-02-28 09:22:53,11
429,2015-02-28 09:27:53,14
430,2015-02-28 09:32:53,13
431,2015-02-28 09:37:53,18
432,2015-02-28 09:42:53,21
433,2015-02-28 09:47:53,13
434,2015-02-28 09:52:53,13
435,2015-02-28 09:57:53,26
436,2015-02-28 10:02:53,26
437,2015-02-28 10:07:53,19
438,2015-02-28 10:12:53,12
439,2015-02-28 10:17:53,24
440,2015-02-28 10:22:53,14
441,2015-02-28 10:27:53,10
442,2015-02-28 10:32:53,28
443,2015-02-28 10:37:53,9
444,2015-02-28 10:42:53,12
445,2015-02-28 10:47:53,15
446,2015-02-28 10:52:53,12
447,2015-02-28 10:57:53,28
448,2015-02-28 11:02:53,23
449,2015-02-28 11:07:53,7
450,2015-02-28 11:12:53,14
451,2015-02-28 11:17:53,13
452,2015-02-28 11:22:53,15
453,2015-02-28 11:27:53,11
454,2015-02-28 11:32:53,15
455,2015-02-28 11:37:53,11
456,2015-02-28 11:42:53,14
457,2015-02-28 11:47:53,13
458,2015-02-28 11:52:53,13
459,2015-02-28 11:57:53,21
460,2015-02-28 12:02:53,22
461,2015-02-28 12:07:53,29
462,2015-02-28 12:12:53,10
463,2015-02-28 12:17:53,18
464,2015-02-28 12:22:53,15
465,2015-02-28 12:27:53,9
466,2015-02-28 12:32:53,16
467,2015-02-28 12:37:53,20
468,2015-02-28 12:42:53,17
469,2015-02-28 12:47:53,26
470,2015-02-28 12:52:53,17
471,2015-02-28 12:57:53,26
472,2015-02-28 13:02:53,24
473,2015-02-28 13:07:53,18
474,2015-02-28 13:12:53,13
475,2015-02-28 13:17:53,19
476,2015-02-28 13:22:53,21
477,2015-02-28 13:27:53,20
478,2015-02-28 13:32:53,22
479,2015-02-28 13:37:53,18
480,2015-02-28 13:42:53,19
481,2015-02-28 13:47:53,23
482,2015-02-28 13:52:53,13
483,2015-02-28 13:57:53,18
484,2015-02-28 14:02:53,17
485,2015-02-28 14:07:53,35
486,2015-02-28 14:12:53,20
487,2015-02-28 14:17:53,23
488,2015-02-28 14:22:53,29
489,2015-02-28 14:27:53,40
490,2015-02-28 14:32:53,24
491,2015-02-28 14:37:53,32
492,2015-02-28 14:42:53,26
493,2015-02-28 14:47:53,23
494,2015-02-28 14:52:53,27
495,2015-02-28 14:57:53,36
496,2015-02-28 15:02:53,26
497,2015-02-28 15:07:53,42
498,2015-02-28 15:12:53,28
499,2015-02-28 15:17:53,32
500,2015-02-28 15:22:53,25
501,2015-02-28 15:27:53,21
502,2015-02-28 15:32:53,41
503,2015-02-28 15:37:53,15
504,2015-02-28 15:42:53,55
505,2015-02-28 15:47:53,36
506,2015-02-28 15:52:53,27
507,2015-02-28 15:57:53,37
508,2015-02-28 16:02:53,29
509,2015-02-28 16:07:53,33
510,2015-02-28 16:12:53,44
511,2015-02-28 16:17:53,35
512,2015-02-28 16:22:53,30
513,2015-02-28 16:27:53,37
514,2015-02-28 16:32:53,26
515,2015-02-28 16:37:53,26
516,2015-02-28 16:42:53,48
517,2015-02-28 16:47:53,40
518,2015-02-28 16:52:53,44
519,2015-02-28 16:57:53,42
520,2015-02-28 17:02:53,37
521,2015-02-28 17:07:53,44
522,2015-02-28 17:12:53,53
523,2015-02-28 17:17:53,37
524,2015-02-28 17:22:53,67
525,2015-02-28 17:27:53,33
526,2015-02-28 17:32:53,33
527,2015-02-28 17:37:53,43
528,2015-02-28 17:42:53,44
529,2015-02-28 17:47:53,34
530,2015-02-28 17:52:53,20
531,2015-02-28 17:57:53,37
532,2015-02-28 18:02:53,52
533,2015-02-28 18:07:53,37
534,2015-02-28 18:12:53,33
535,2015-02-28 18:17:53,36
536,2015-02-28 18:22:53,37
537,2015-02-28 18:27:53,29
538,2015-02-28 18:32:53,33
539,2015-02-28 18:37:53,37
540,2015-02-28 18:42:53,32
541,2015-02-28 18:47:53,39
542,2015-02-28 18:52:53,42
543,2015-02-28 18:57:53,52
544,2015-02-28 19:02:53,84
545,2015-02-28 19:07:53,30
546,2015-02-28 19:12:53,25
547,2015-02-28 19:17:53,21
548,2015-02-28 19:22:53,22
549,2015-02-28 19:27:53,32
550,2015-02-28 19:32:53,46
551,2015-02-28 19:37:53,24
552,2015-02-28 19:42:53,19
553,2015-02-28 19:47:53,25
554,2015-02-28 19:52:53,24
555,2015-02-28 19:57:53,42
556,2015-02-28 20:02:53,60
557,2015-02-28 20:07:53,63
558,2015-02-28 20:12:53,35
559,2015-02-28 20:17:53,35
560,2015-02-28 20:22:53,26
561,2015-02-28 20:27:53,22
562,2015-02-28 20:32:53,52
563,2015-02-28 20:37:53,38
564,2015-02-28 20:42:53,37
565,2015-02-28 20:47:53,26
566,2015-02-28 20:52:53,28
567,2015-02-28 20:57:53,51
568,2015-02-28 21:02:53,41
569,2015-02-28 21:07:53,28
570,2015-02-28 21:12:53,55
571,2015-02-28 21:17:53,29
572,2015-02-28 21:22:53,28
573,2015-02-28 21:27:53,20
574,2015-02-28 21:32:53,31
575,2015-02-28 21:37:53,32
576,2015-02-28 21:42:53,40
577,2015-02-28 21:47:53,20
578,2015-02-28 21:52:53,32
579,2015-02-28 21:57:53,33
580,2015-02-28 22:02:53,33
581,2015-02-28 22:07:53,40
582,2015-02-28 22:12:53,20
583,2015-02-28 22:17:53,35
584,2015-02-28 22:22:53,40
585,2015-02-28 22:27:53,20
586,2015-02-28 22:32:53,32
587,2015-02-28 22:37:53,29
588,2015-02-28 22:42:53,29
589,2015-02-28 22:47:53,28
590,2015-02-28 22:52:53,30
591,2015-02-28 22:57:53,39
592,2015-02-28 23:02:53,24
593,2015-02-28 23:07:53,22
594,2015-02-28 23:12:53,32
595,2015-02-28 23:17:53,26
596,2015-02-28 23:22:53,31
597,2015-02-28 23:27:53,40
598,2015-02-28 23:32:53,37
599,2015-02-28 23:37:53,36
600,2015-02-28 23:42:53,24
601,2015-02-28 23:47:53,14
602,2015-02-28 23:52:53,26
603,2015-02-28 23:57:53,37
604,2015-03-01 00:02:53,24
605,2015-03-01 00:07:53,26
606,2015-03-01 00:12:53,24
607,2015-03-01 00:17:53,38
608,2015-03-01 00:22:53,18
609,2015-03-01 00:27:53,35
610,2015-03-01 00:32:53,20
611,2015-03-01 00:37:53,34
612,2015-03-01 00:42:53,16
613,2015-03-01 00:47:53,26
614,2015-03-01 00:52:53,18
615,2015-03-01 00:57:53,33
616,2015-03-01 01:02:53,38
617,2015-03-01 01:07:53,36
618,2015-03-01 01:12:53,25
619,2015-03-01 01:17:53,28
620,2015-03-01 01:22:53,21
621,2015-03-01 01:27:53,13
622,2015-03-01 01:32:53,30
623,2015-03-01 01:37:53,25
624,2015-03-01 01:42:53,30
625,2015-03-01 01:47:53,21
626,2015-03-01 01:52:53,19
627,2015-03-01 01:57:53,38
628,2015-03-01 02:02:53,40
629,2015-03-01 02:07:53,33
630,2015-03-01 02:12:53,22
631,2015-03-01 02:17:53,13
632,2015-03-01 02:22:53,16
633,2015-03-01 02:27:53,47
634,2015-03-01 02:32:53,32
635,2015-03-01 02:37:53,35
636,2015-03-01 02:42:53,20
637,2015-03-01 02:47:53,30
638,2015-03-01 02:52:53,17
639,2015-03-01 02:57:53,24
640,2015-03-01 03:02:53,17
641,2015-03-01 03:07:53,16
642,2015-03-01 03:12:53,30
643,2015-03-01 03:17:53,16
644,2015-03-01 03:22:53,9
645,2015-03-01 03:27:53,32
646,2015-03-01 03:32:53,33
647,2015-03-01 03:37:53,35
648,2015-03-01 03:42:53,22
649,2015-03-01 03:47:53,20
650,2015-03-01 03:52:53,14
651,2015-03-01 03:57:53,22
652,2015-03-01 04:02:53,29
653,2015-03-01 04:07:53,17
654,2015-03-01 04:12:53,26
655,2015-03-01 04:17:53,24
656,2015-03-01 04:22:53,31
657,2015-03-01 04:27:53,19
658,2015-03-01 04:32:53,20
659,2015-03-01 04:37:53,27
660,2015-03-01 04:42:53,16
661,2015-03-01 04:47:53,26
662,2015-03-01 04:52:53,51
663,2015-03-01 04:57:53,32
664,2015-03-01 05:02:53,40
665,2015-03-01 05:07:53,34
666,2015-03-01 05:12:53,22
667,2015-03-01 05:17:53,45
668,2015-03-01 05:22:53,23
669,2015-03-01 05:27:53,38
670,2015-03-01 05:32:53,24
671,2015-03-01 05:37:53,19
672,2015-03-01 05:42:53,14
673,2015-03-01 05:47:53,24
674,2015-03-01 05:52:53,22
675,2015-03-01 05:57:53,17
676,2015-03-01 06:02:53,21
677,2015-03-01 06:07:53,23
678,2015-03-01 06:12:53,27
679,2015-03-01 06:17:53,19
680,2015-03-01 06:22:53,19
681,2015-03-01 06:27:53,21
682,2015-03-01 06:32:53,28
683,2015-03-01 06:37:53,14
684,2015-03-01 06:42:53,11
685,2015-03-01 06:47:53,9
686,2015-03-01 06:52:53,20
687,2015-03-01 06:57:53,16
688,2015-03-01 07:02:53,13
689,2015-03-01 07:07:53,11
690,2015-03-01 07:12:53,12
691,2015-03-01 07:17:53,12
692,2015-03-01 07:22:53,31
693,2015-03-01 07:27:53,20
694,2015-03-01 07:32:53,22
695,2015-03-01 07:37:53,12
696,2015-03-01 07:42:53,15
697,2015-03-01 07:47:53,6
698,2015-03-01 07:52:53,14
699,2015-03-01 07:57:53,11
700,2015-03-01 08:02:53,14
701,2015-03-01 08:07:53,71
702,2015-03-01 08:12:53,9
703,2015-03-01 08:17:53,4
704,2015-03-01 08:22:53,15
705,2015-03-01 08:27:53,19
706,2015-03-01 08:32:53,15
707,2015-03-01 08:37:53,15
708,2015-03-01 08:42:53,17
709,2015-03-01 08:47:53,6
710,2015-03-01 08:52:53,18
711,2015-03-01 08:57:53,19
712,2015-03-01 09:02:53,23
713,2015-03-01 09:07:53,20
714,2015-03-01 09:12:53,11
715,2015-03-01 09:17:53,14
716,2015-03-01 09:22:53,8
717,2015-03-01 09:27:53,12
718,2015-03-01 09:32:53,13
719,2015-03-01 09:37:53,17
720,2015-03-01 09:42:53,10
721,2015-03-01 09:47:53,11
722,2015-03-01 09:52:53,11
723,2015-03-01 09:57:53,19
724,2015-03-01 10:02:53,13
725,2015-03-01 10:07:53,8
726,2015-03-01 10:12:53,16
727,2015-03-01 10:17:53,14
728,2015-03-01 10:22:53,7
729,2015-03-01 10:27:53,12
730,2015-03-01 10:32:53,22
731,2015-03-01 10:37:53,10
732,2015-03-01 10:42:53,11
733,2015-03-01 10:47:53,24
734,2015-03-01 10:52:53,14
735,2015-03-01 10:57:53,18
736,2015-03-01 11:02:53,18
737,2015-03-01 11:07:53,7
738,2015-03-01 11:12:53,9
739,2015-03-01 11:17:53,8
740,2015-03-01 11:22:53,12
741,2015-03-01 11:27:53,14
742,2015-03-01 11:32:53,20
743,2015-03-01 11:37:53,27
744,2015-03-01 11:42:53,10
745,2015-03-01 11:47:53,13
746,2015-03-01 11:52:53,10
747,2015-03-01 11:57:53,17
748,2015-03-01 12:02:53,30
749,2015-03-01 12:07:53,16
750,2015-03-01 12:12:53,11
751,2015-03-01 12:17:53,13
752,2015-03-01 12:22:53,19
753,2015-03-01 12:27:53,12
754,2015-03-01 12:32:53,12
755,2015-03-01 12:37:53,19
756,2015-03-01 12:42:53,20
757,2015-03-01 12:47:53,24
758,2015-03-01 12:52:53,22
759,2015-03-01 12:57:53,26
760,2015-03-01 13:02:53,19
761,2015-03-01 13:07:53,16
762,2015-03-01 13:12:53,43
763,2015-03-01 13:17:53,21
764,2015-03-01 13:22:53,18
765,2015-03-01 13:27:53,22
766,2015-03-01 13:32:53,25
767,2015-03-01 13:37:53,24
768,2015-03-01 13:42:53,25
769,2015-03-01 13:47:53,36
770,2015-03-01 13:52:53,16
771,2015-03-01 13:57:53,23
772,2015-03-01 14:02:53,35
773,2015-03-01 14:07:53,26
774,2015-03-01 14:12:53,79
775,2015-03-01 14:17:53,22
776,2015-03-01 14:22:53,16
777,2015-03-01 14:27:53,29
778,2015-03-01 14:32:53,16
779,2015-03-01 14:37:53,24
780,2015-03-01 14:42:53,27
781,2015-03-01 14:47:53,12
782,2015-03-01 14:52:53,14
783,2015-03-01 14:57:53,19
784,2015-03-01 15:02:53,21
785,2015-03-01 15:07:53,20
786,2015-03-01 15:12:53,21
787,2015-03-01 15:17:53,22
788,2015-03-01 15:22:53,21
789,2015-03-01 15:27:53,23
790,2015-03-01 15:32:53,21
791,2015-03-01 15:37:53,19
792,2015-03-01 15:42:53,51
793,2015-03-01 15:47:53,134
794,2015-03-01 15:52:53,58
795,2015-03-01 15:57:53,43
796,2015-03-01 16:02:53,34
797,2015-03-01 16:07:53,29
798,2015-03-01 16:12:53,52
799,2015-03-01 16:17:53,36
800,2015-03-01 16:22:53,43
801,2015-03-01 16:27:53,31
802,2015-03-01 16:32:53,27
803,2015-03-01 16:37:53,33
804,2015-03-01 16:42:53,24
805,2015-03-01 16:47:53,28
806,2015-03-01 16:52:53,22
807,2015-03-01 16:57:53,39
808,2015-03-01 17:02:53,34
809,2015-03-01 17:07:53,35
810,2015-03-01 17:12:53,30
811,2015-03-01 17:17:53,33
812,2015-03-01 17:22:53,27
813,2015-03-01 17:27:53,17
814,2015-03-01 17:32:53,24
815,2015-03-01 17:37:53,31
816,2015-03-01 17:42:53,53
817,2015-03-01 17:47:53,59
818,2015-03-01 17:52:53,29
819,2015-03-01 17:57:53,82
820,2015-03-01 18:02:53,26
821,2015-03-01 18:07:53,31
